time,link,path,number,flag
214,N006 N010,N001 N005 N006 N010 N011 N002,37,exit link
214,N010 N011,N001 N005 N006 N010 N011 N002,37,enter link
214,N006 N010,N004 N005 N006 N010 N011 N002,1,exit link
214,N010 N011,N004 N005 N006 N010 N011 N002,1,enter link
214,N006 N010,N001 N012 N006 N010 N011 N002,37,exit link
214,N010 N011,N001 N012 N006 N010 N011 N002,37,enter link
214,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
214,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
214,N006 N010,N004 N005 N006 N010 N013 N003,1,exit link
214,N010 N013,N004 N005 N006 N010 N013 N003,1,enter link
214,N006 N010,N001 N012 N006 N010 N013 N003,37,exit link
214,N010 N013,N001 N012 N006 N010 N013 N003,37,enter link
214,N009 N010,N004 N009 N010 N011 N002,40,exit link
214,N010 N011,N004 N009 N010 N011 N002,40,enter link
214,N009 N010,N001 N005 N009 N010 N011 N002,27,exit link
214,N010 N011,N001 N005 N009 N010 N011 N002,27,enter link
214,N009 N010,N004 N005 N009 N010 N011 N002,8,exit link
214,N010 N011,N004 N005 N009 N010 N011 N002,8,enter link
214,N009 N010,N004 N009 N010 N013 N003,40,exit link
214,N010 N013,N004 N009 N010 N013 N003,40,enter link
214,N009 N010,N001 N005 N009 N010 N013 N003,27,exit link
214,N010 N013,N001 N005 N009 N010 N013 N003,27,enter link
214,N009 N010,N004 N005 N009 N010 N013 N003,8,exit link
214,N010 N013,N004 N005 N009 N010 N013 N003,8,enter link
214,N010 N013,N004 N009 N010 N013 N003,70,exit link
214,N013 N003,N004 N009 N010 N013 N003,70,enter link
214,N010 N013,N001 N005 N006 N010 N013 N003,52,exit link
214,N013 N003,N001 N005 N006 N010 N013 N003,52,enter link
214,N010 N013,N004 N005 N006 N010 N013 N003,8,exit link
214,N013 N003,N004 N005 N006 N010 N013 N003,8,enter link
214,N010 N013,N001 N012 N006 N010 N013 N003,21,exit link
214,N013 N003,N001 N012 N006 N010 N013 N003,21,enter link
214,N010 N011,N004 N009 N010 N011 N002,70,exit link
214,N011 N002,N004 N009 N010 N011 N002,70,enter link
214,N010 N011,N001 N005 N006 N010 N011 N002,37,exit link
214,N011 N002,N001 N005 N006 N010 N011 N002,37,enter link
214,N010 N011,N004 N005 N006 N010 N011 N002,6,exit link
214,N011 N002,N004 N005 N006 N010 N011 N002,6,enter link
214,N010 N011,N001 N012 N006 N010 N011 N002,34,exit link
214,N011 N002,N001 N012 N006 N010 N011 N002,34,enter link
214,N010 N011,N001 N005 N009 N010 N011 N002,1,exit link
214,N011 N002,N001 N005 N009 N010 N011 N002,1,enter link
215,N005 N009,N001 N005 N009 N010 N011 N002,56,exit link
215,N009 N010,N001 N005 N009 N010 N011 N002,56,enter link
215,N005 N009,N001 N005 N009 N010 N013 N003,50,exit link
215,N009 N010,N001 N005 N009 N010 N013 N003,50,enter link
215,N005 N009,N004 N005 N009 N010 N013 N003,21,exit link
215,N009 N010,N004 N005 N009 N010 N013 N003,21,enter link
215,N005 N009,N004 N005 N009 N010 N011 N002,22,exit link
215,N009 N010,N004 N005 N009 N010 N011 N002,22,enter link
215,N005 N009,N001 N005 N009 N013 N003,2,exit link
215,N009 N013,N001 N005 N009 N013 N003,2,enter link
215,N005 N006,N001 N005 N006 N010 N011 N002,1,exit link
215,N006 N010,N001 N005 N006 N010 N011 N002,1,enter link
215,N005 N006,N001 N005 N006 N010 N013 N003,1,exit link
215,N006 N010,N001 N005 N006 N010 N013 N003,1,enter link
215,N005 N006,N004 N005 N006 N010 N011 N002,0,exit link
215,N006 N010,N004 N005 N006 N010 N011 N002,0,enter link
215,N005 N006,N004 N005 N006 N010 N013 N003,0,exit link
215,N006 N010,N004 N005 N006 N010 N013 N003,0,enter link
215,N006 N010,N001 N005 N006 N010 N011 N002,37,exit link
215,N010 N011,N001 N005 N006 N010 N011 N002,37,enter link
215,N006 N010,N004 N005 N006 N010 N011 N002,1,exit link
215,N010 N011,N004 N005 N006 N010 N011 N002,1,enter link
215,N006 N010,N001 N012 N006 N010 N011 N002,37,exit link
215,N010 N011,N001 N012 N006 N010 N011 N002,37,enter link
215,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
215,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
215,N006 N010,N004 N005 N006 N010 N013 N003,1,exit link
215,N010 N013,N004 N005 N006 N010 N013 N003,1,enter link
215,N006 N010,N001 N012 N006 N010 N013 N003,37,exit link
215,N010 N013,N001 N012 N006 N010 N013 N003,37,enter link
215,N009 N010,N004 N009 N010 N011 N002,40,exit link
215,N010 N011,N004 N009 N010 N011 N002,40,enter link
215,N009 N010,N001 N005 N009 N010 N011 N002,27,exit link
215,N010 N011,N001 N005 N009 N010 N011 N002,27,enter link
215,N009 N010,N004 N005 N009 N010 N011 N002,8,exit link
215,N010 N011,N004 N005 N009 N010 N011 N002,8,enter link
215,N009 N010,N004 N009 N010 N013 N003,40,exit link
215,N010 N013,N004 N009 N010 N013 N003,40,enter link
215,N009 N010,N001 N005 N009 N010 N013 N003,27,exit link
215,N010 N013,N001 N005 N009 N010 N013 N003,27,enter link
215,N009 N010,N004 N005 N009 N010 N013 N003,8,exit link
215,N010 N013,N004 N005 N009 N010 N013 N003,8,enter link
215,N010 N013,N004 N009 N010 N013 N003,69,exit link
215,N013 N003,N004 N009 N010 N013 N003,69,enter link
215,N010 N013,N001 N005 N006 N010 N013 N003,49,exit link
215,N013 N003,N001 N005 N006 N010 N013 N003,49,enter link
215,N010 N013,N004 N005 N006 N010 N013 N003,7,exit link
215,N013 N003,N004 N005 N006 N010 N013 N003,7,enter link
215,N010 N013,N001 N012 N006 N010 N013 N003,21,exit link
215,N013 N003,N001 N012 N006 N010 N013 N003,21,enter link
215,N010 N011,N004 N009 N010 N011 N002,70,exit link
215,N011 N002,N004 N009 N010 N011 N002,70,enter link
215,N010 N011,N001 N005 N006 N010 N011 N002,37,exit link
215,N011 N002,N001 N005 N006 N010 N011 N002,37,enter link
215,N010 N011,N004 N005 N006 N010 N011 N002,6,exit link
215,N011 N002,N004 N005 N006 N010 N011 N002,6,enter link
215,N010 N011,N001 N012 N006 N010 N011 N002,35,exit link
215,N011 N002,N001 N012 N006 N010 N011 N002,35,enter link
215,N010 N011,N001 N005 N009 N010 N011 N002,2,exit link
215,N011 N002,N001 N005 N009 N010 N011 N002,2,enter link
216,N005 N009,N001 N005 N009 N010 N011 N002,57,exit link
216,N009 N010,N001 N005 N009 N010 N011 N002,57,enter link
216,N005 N009,N001 N005 N009 N010 N013 N003,51,exit link
216,N009 N010,N001 N005 N009 N010 N013 N003,51,enter link
216,N005 N009,N004 N005 N009 N010 N013 N003,20,exit link
216,N009 N010,N004 N005 N009 N010 N013 N003,20,enter link
216,N005 N009,N004 N005 N009 N010 N011 N002,21,exit link
216,N009 N010,N004 N005 N009 N010 N011 N002,21,enter link
216,N005 N009,N001 N005 N009 N013 N003,2,exit link
216,N009 N013,N001 N005 N009 N013 N003,2,enter link
216,N005 N006,N001 N005 N006 N010 N011 N002,1,exit link
216,N006 N010,N001 N005 N006 N010 N011 N002,1,enter link
216,N005 N006,N001 N005 N006 N010 N013 N003,1,exit link
216,N006 N010,N001 N005 N006 N010 N013 N003,1,enter link
216,N005 N006,N004 N005 N006 N010 N011 N002,0,exit link
216,N006 N010,N004 N005 N006 N010 N011 N002,0,enter link
216,N005 N006,N004 N005 N006 N010 N013 N003,0,exit link
216,N006 N010,N004 N005 N006 N010 N013 N003,0,enter link
216,N006 N010,N001 N005 N006 N010 N011 N002,37,exit link
216,N010 N011,N001 N005 N006 N010 N011 N002,37,enter link
216,N006 N010,N004 N005 N006 N010 N011 N002,1,exit link
216,N010 N011,N004 N005 N006 N010 N011 N002,1,enter link
216,N006 N010,N001 N012 N006 N010 N011 N002,37,exit link
216,N010 N011,N001 N012 N006 N010 N011 N002,37,enter link
216,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
216,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
216,N006 N010,N004 N005 N006 N010 N013 N003,1,exit link
216,N010 N013,N004 N005 N006 N010 N013 N003,1,enter link
216,N006 N010,N001 N012 N006 N010 N013 N003,37,exit link
216,N010 N013,N001 N012 N006 N010 N013 N003,37,enter link
216,N009 N010,N004 N009 N010 N011 N002,38,exit link
216,N010 N011,N004 N009 N010 N011 N002,38,enter link
216,N009 N010,N001 N005 N009 N010 N011 N002,27,exit link
216,N010 N011,N001 N005 N009 N010 N011 N002,27,enter link
216,N009 N010,N004 N005 N009 N010 N011 N002,8,exit link
216,N010 N011,N004 N005 N009 N010 N011 N002,8,enter link
216,N009 N010,N004 N009 N010 N013 N003,39,exit link
216,N010 N013,N004 N009 N010 N013 N003,39,enter link
216,N009 N010,N001 N005 N009 N010 N013 N003,27,exit link
216,N010 N013,N001 N005 N009 N010 N013 N003,27,enter link
216,N009 N010,N004 N005 N009 N010 N013 N003,8,exit link
216,N010 N013,N004 N005 N009 N010 N013 N003,8,enter link
216,N010 N013,N004 N009 N010 N013 N003,71,exit link
216,N013 N003,N004 N009 N010 N013 N003,71,enter link
216,N010 N013,N001 N005 N006 N010 N013 N003,49,exit link
216,N013 N003,N001 N005 N006 N010 N013 N003,49,enter link
216,N010 N013,N004 N005 N006 N010 N013 N003,7,exit link
216,N013 N003,N004 N005 N006 N010 N013 N003,7,enter link
216,N010 N013,N001 N012 N006 N010 N013 N003,23,exit link
216,N013 N003,N001 N012 N006 N010 N013 N003,23,enter link
216,N010 N011,N004 N009 N010 N011 N002,68,exit link
216,N011 N002,N004 N009 N010 N011 N002,68,enter link
216,N010 N011,N001 N005 N006 N010 N011 N002,36,exit link
216,N011 N002,N001 N005 N006 N010 N011 N002,36,enter link
216,N010 N011,N004 N005 N006 N010 N011 N002,6,exit link
216,N011 N002,N004 N005 N006 N010 N011 N002,6,enter link
216,N010 N011,N001 N012 N006 N010 N011 N002,35,exit link
216,N011 N002,N001 N012 N006 N010 N011 N002,35,enter link
216,N010 N011,N001 N005 N009 N010 N011 N002,2,exit link
216,N011 N002,N001 N005 N009 N010 N011 N002,2,enter link
217,N005 N009,N001 N005 N009 N010 N011 N002,59,exit link
217,N009 N010,N001 N005 N009 N010 N011 N002,59,enter link
217,N005 N009,N001 N005 N009 N010 N013 N003,52,exit link
217,N009 N010,N001 N005 N009 N010 N013 N003,52,enter link
217,N005 N009,N004 N005 N009 N010 N013 N003,18,exit link
217,N009 N010,N004 N005 N009 N010 N013 N003,18,enter link
217,N005 N009,N004 N005 N009 N010 N011 N002,19,exit link
217,N009 N010,N004 N005 N009 N010 N011 N002,19,enter link
217,N005 N009,N001 N005 N009 N013 N003,2,exit link
217,N009 N013,N001 N005 N009 N013 N003,2,enter link
217,N005 N006,N001 N005 N006 N010 N011 N002,1,exit link
217,N006 N010,N001 N005 N006 N010 N011 N002,1,enter link
217,N005 N006,N001 N005 N006 N010 N013 N003,1,exit link
217,N006 N010,N001 N005 N006 N010 N013 N003,1,enter link
217,N005 N006,N004 N005 N006 N010 N011 N002,0,exit link
217,N006 N010,N004 N005 N006 N010 N011 N002,0,enter link
217,N005 N006,N004 N005 N006 N010 N013 N003,0,exit link
217,N006 N010,N004 N005 N006 N010 N013 N003,0,enter link
217,N006 N010,N001 N005 N006 N010 N011 N002,37,exit link
217,N010 N011,N001 N005 N006 N010 N011 N002,37,enter link
217,N006 N010,N004 N005 N006 N010 N011 N002,1,exit link
217,N010 N011,N004 N005 N006 N010 N011 N002,1,enter link
217,N006 N010,N001 N012 N006 N010 N011 N002,38,exit link
217,N010 N011,N001 N012 N006 N010 N011 N002,38,enter link
217,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
217,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
217,N006 N010,N004 N005 N006 N010 N013 N003,1,exit link
217,N010 N013,N004 N005 N006 N010 N013 N003,1,enter link
217,N006 N010,N001 N012 N006 N010 N013 N003,37,exit link
217,N010 N013,N001 N012 N006 N010 N013 N003,37,enter link
217,N009 N010,N004 N009 N010 N011 N002,39,exit link
217,N010 N011,N004 N009 N010 N011 N002,39,enter link
217,N009 N010,N001 N005 N009 N010 N011 N002,27,exit link
217,N010 N011,N001 N005 N009 N010 N011 N002,27,enter link
217,N009 N010,N004 N005 N009 N010 N011 N002,9,exit link
217,N010 N011,N004 N005 N009 N010 N011 N002,9,enter link
217,N009 N010,N004 N009 N010 N013 N003,39,exit link
217,N010 N013,N004 N009 N010 N013 N003,39,enter link
217,N009 N010,N001 N005 N009 N010 N013 N003,27,exit link
217,N010 N013,N001 N005 N009 N010 N013 N003,27,enter link
217,N009 N010,N004 N005 N009 N010 N013 N003,9,exit link
217,N010 N013,N004 N005 N009 N010 N013 N003,9,enter link
217,N010 N013,N004 N009 N010 N013 N003,71,exit link
217,N013 N003,N004 N009 N010 N013 N003,71,enter link
217,N010 N013,N001 N005 N006 N010 N013 N003,47,exit link
217,N013 N003,N001 N005 N006 N010 N013 N003,47,enter link
217,N010 N013,N004 N005 N006 N010 N013 N003,6,exit link
217,N013 N003,N004 N005 N006 N010 N013 N003,6,enter link
217,N010 N013,N001 N012 N006 N010 N013 N003,24,exit link
217,N013 N003,N001 N012 N006 N010 N013 N003,24,enter link
217,N010 N011,N004 N009 N010 N011 N002,68,exit link
217,N011 N002,N004 N009 N010 N011 N002,68,enter link
217,N010 N011,N001 N005 N006 N010 N011 N002,36,exit link
217,N011 N002,N001 N005 N006 N010 N011 N002,36,enter link
217,N010 N011,N004 N005 N006 N010 N011 N002,6,exit link
217,N011 N002,N004 N005 N006 N010 N011 N002,6,enter link
217,N010 N011,N001 N012 N006 N010 N011 N002,37,exit link
217,N011 N002,N001 N012 N006 N010 N011 N002,37,enter link
217,N010 N011,N001 N005 N009 N010 N011 N002,3,exit link
217,N011 N002,N001 N005 N009 N010 N011 N002,3,enter link
218,N005 N009,N001 N005 N009 N010 N011 N002,60,exit link
218,N009 N010,N001 N005 N009 N010 N011 N002,60,enter link
218,N005 N009,N001 N005 N009 N010 N013 N003,53,exit link
218,N009 N010,N001 N005 N009 N010 N013 N003,53,enter link
218,N005 N009,N004 N005 N009 N010 N013 N003,17,exit link
218,N009 N010,N004 N005 N009 N010 N013 N003,17,enter link
218,N005 N009,N004 N005 N009 N010 N011 N002,18,exit link
218,N009 N010,N004 N005 N009 N010 N011 N002,18,enter link
218,N005 N009,N001 N005 N009 N013 N003,2,exit link
218,N009 N013,N001 N005 N009 N013 N003,2,enter link
218,N006 N010,N001 N005 N006 N010 N011 N002,37,exit link
218,N010 N011,N001 N005 N006 N010 N011 N002,37,enter link
218,N006 N010,N004 N005 N006 N010 N011 N002,1,exit link
218,N010 N011,N004 N005 N006 N010 N011 N002,1,enter link
218,N006 N010,N001 N012 N006 N010 N011 N002,38,exit link
218,N010 N011,N001 N012 N006 N010 N011 N002,38,enter link
218,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
218,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
218,N006 N010,N004 N005 N006 N010 N013 N003,1,exit link
218,N010 N013,N004 N005 N006 N010 N013 N003,1,enter link
218,N006 N010,N001 N012 N006 N010 N013 N003,38,exit link
218,N010 N013,N001 N012 N006 N010 N013 N003,38,enter link
218,N009 N010,N004 N009 N010 N011 N002,38,exit link
218,N010 N011,N004 N009 N010 N011 N002,38,enter link
218,N009 N010,N001 N005 N009 N010 N011 N002,26,exit link
218,N010 N011,N001 N005 N009 N010 N011 N002,26,enter link
218,N009 N010,N004 N005 N009 N010 N011 N002,8,exit link
218,N010 N011,N004 N005 N009 N010 N011 N002,8,enter link
218,N009 N010,N004 N009 N010 N013 N003,40,exit link
218,N010 N013,N004 N009 N010 N013 N003,40,enter link
218,N009 N010,N001 N005 N009 N010 N013 N003,27,exit link
218,N010 N013,N001 N005 N009 N010 N013 N003,27,enter link
218,N009 N010,N004 N005 N009 N010 N013 N003,8,exit link
218,N010 N013,N004 N005 N009 N010 N013 N003,8,enter link
218,N010 N013,N004 N009 N010 N013 N003,72,exit link
218,N013 N003,N004 N009 N010 N013 N003,72,enter link
218,N010 N013,N001 N005 N006 N010 N013 N003,46,exit link
218,N013 N003,N001 N005 N006 N010 N013 N003,46,enter link
218,N010 N013,N004 N005 N006 N010 N013 N003,6,exit link
218,N013 N003,N004 N005 N006 N010 N013 N003,6,enter link
218,N010 N013,N001 N012 N006 N010 N013 N003,26,exit link
218,N013 N003,N001 N012 N006 N010 N013 N003,26,enter link
218,N010 N011,N004 N009 N010 N011 N002,62,exit link
218,N011 N002,N004 N009 N010 N011 N002,62,enter link
218,N010 N011,N001 N005 N006 N010 N011 N002,33,exit link
218,N011 N002,N001 N005 N006 N010 N011 N002,33,enter link
218,N010 N011,N004 N005 N006 N010 N011 N002,5,exit link
218,N011 N002,N004 N005 N006 N010 N011 N002,5,enter link
218,N010 N011,N001 N012 N006 N010 N011 N002,34,exit link
218,N011 N002,N001 N012 N006 N010 N011 N002,34,enter link
218,N010 N011,N001 N005 N009 N010 N011 N002,3,exit link
218,N011 N002,N001 N005 N009 N010 N011 N002,3,enter link
219,N005 N009,N001 N005 N009 N010 N011 N002,61,exit link
219,N009 N010,N001 N005 N009 N010 N011 N002,61,enter link
219,N005 N009,N001 N005 N009 N010 N013 N003,54,exit link
219,N009 N010,N001 N005 N009 N010 N013 N003,54,enter link
219,N005 N009,N004 N005 N009 N010 N013 N003,16,exit link
219,N009 N010,N004 N005 N009 N010 N013 N003,16,enter link
219,N005 N009,N004 N005 N009 N010 N011 N002,16,exit link
219,N009 N010,N004 N005 N009 N010 N011 N002,16,enter link
219,N005 N009,N001 N005 N009 N013 N003,2,exit link
219,N009 N013,N001 N005 N009 N013 N003,2,enter link
219,N006 N010,N001 N005 N006 N010 N011 N002,36,exit link
219,N010 N011,N001 N005 N006 N010 N011 N002,36,enter link
219,N006 N010,N004 N005 N006 N010 N011 N002,0,exit link
219,N010 N011,N004 N005 N006 N010 N011 N002,0,enter link
219,N006 N010,N001 N012 N006 N010 N011 N002,37,exit link
219,N010 N011,N001 N012 N006 N010 N011 N002,37,enter link
219,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
219,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
219,N006 N010,N004 N005 N006 N010 N013 N003,0,exit link
219,N010 N013,N004 N005 N006 N010 N013 N003,0,enter link
219,N006 N010,N001 N012 N006 N010 N013 N003,37,exit link
219,N010 N013,N001 N012 N006 N010 N013 N003,37,enter link
219,N009 N010,N004 N009 N010 N011 N002,38,exit link
219,N010 N011,N004 N009 N010 N011 N002,38,enter link
219,N009 N010,N001 N005 N009 N010 N011 N002,27,exit link
219,N010 N011,N001 N005 N009 N010 N011 N002,27,enter link
219,N009 N010,N004 N005 N009 N010 N011 N002,9,exit link
219,N010 N011,N004 N005 N009 N010 N011 N002,9,enter link
219,N009 N010,N004 N009 N010 N013 N003,39,exit link
219,N010 N013,N004 N009 N010 N013 N003,39,enter link
219,N009 N010,N001 N005 N009 N010 N013 N003,27,exit link
219,N010 N013,N001 N005 N009 N010 N013 N003,27,enter link
219,N009 N010,N004 N005 N009 N010 N013 N003,9,exit link
219,N010 N013,N004 N005 N009 N010 N013 N003,9,enter link
219,N010 N013,N004 N009 N010 N013 N003,72,exit link
219,N013 N003,N004 N009 N010 N013 N003,72,enter link
219,N010 N013,N001 N005 N006 N010 N013 N003,46,exit link
219,N013 N003,N001 N005 N006 N010 N013 N003,46,enter link
219,N010 N013,N004 N005 N006 N010 N013 N003,6,exit link
219,N013 N003,N004 N005 N006 N010 N013 N003,6,enter link
219,N010 N013,N001 N012 N006 N010 N013 N003,26,exit link
219,N013 N003,N001 N012 N006 N010 N013 N003,26,enter link
219,N010 N011,N004 N009 N010 N011 N002,64,exit link
219,N011 N002,N004 N009 N010 N011 N002,64,enter link
219,N010 N011,N001 N005 N006 N010 N011 N002,34,exit link
219,N011 N002,N001 N005 N006 N010 N011 N002,34,enter link
219,N010 N011,N004 N005 N006 N010 N011 N002,6,exit link
219,N011 N002,N004 N005 N006 N010 N011 N002,6,enter link
219,N010 N011,N001 N012 N006 N010 N011 N002,35,exit link
219,N011 N002,N001 N012 N006 N010 N011 N002,35,enter link
219,N010 N011,N001 N005 N009 N010 N011 N002,4,exit link
219,N011 N002,N001 N005 N009 N010 N011 N002,4,enter link
220,N005 N009,N001 N005 N009 N010 N011 N002,62,exit link
220,N009 N010,N001 N005 N009 N010 N011 N002,62,enter link
220,N005 N009,N001 N005 N009 N010 N013 N003,54,exit link
220,N009 N010,N001 N005 N009 N010 N013 N003,54,enter link
220,N005 N009,N004 N005 N009 N010 N013 N003,15,exit link
220,N009 N010,N004 N005 N009 N010 N013 N003,15,enter link
220,N005 N009,N004 N005 N009 N010 N011 N002,16,exit link
220,N009 N010,N004 N005 N009 N010 N011 N002,16,enter link
220,N005 N009,N001 N005 N009 N013 N003,2,exit link
220,N009 N013,N001 N005 N009 N013 N003,2,enter link
220,N006 N010,N001 N005 N006 N010 N011 N002,37,exit link
220,N010 N011,N001 N005 N006 N010 N011 N002,37,enter link
220,N006 N010,N004 N005 N006 N010 N011 N002,1,exit link
220,N010 N011,N004 N005 N006 N010 N011 N002,1,enter link
220,N006 N010,N001 N012 N006 N010 N011 N002,37,exit link
220,N010 N011,N001 N012 N006 N010 N011 N002,37,enter link
220,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
220,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
220,N006 N010,N004 N005 N006 N010 N013 N003,1,exit link
220,N010 N013,N004 N005 N006 N010 N013 N003,1,enter link
220,N006 N010,N001 N012 N006 N010 N013 N003,37,exit link
220,N010 N013,N001 N012 N006 N010 N013 N003,37,enter link
220,N009 N010,N004 N009 N010 N011 N002,38,exit link
220,N010 N011,N004 N009 N010 N011 N002,38,enter link
220,N009 N010,N001 N005 N009 N010 N011 N002,26,exit link
220,N010 N011,N001 N005 N009 N010 N011 N002,26,enter link
220,N009 N010,N004 N005 N009 N010 N011 N002,10,exit link
220,N010 N011,N004 N005 N009 N010 N011 N002,10,enter link
220,N009 N010,N004 N009 N010 N013 N003,38,exit link
220,N010 N013,N004 N009 N010 N013 N003,38,enter link
